LineId,Time,Level,Content,EventId,EventTemplate,variables
171,Sun Dec 04 06:06:26 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
172,Sun Dec 04 06:06:26 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
173,Sun Dec 04 06:06:26 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
174,Sun Dec 04 06:06:26 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
175,Sun Dec 04 06:06:26 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
176,Sun Dec 04 06:06:26 2005,error,mod_jk child workerEnv in error state 7,E1,mod_jk child workerEnv in error state <*>,"[[], '7']"
177,Sun Dec 04 06:11:11 2005,notice,jk2_init() Found child 32410 in scoreboard slot 7,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '7', '32410']"
178,Sun Dec 04 06:11:11 2005,notice,jk2_init() Found child 32411 in scoreboard slot 9,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '9', '32411']"
179,Sun Dec 04 06:12:31 2005,notice,jk2_init() Found child 32423 in scoreboard slot 9,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '9', '32423']"
180,Sun Dec 04 06:12:31 2005,notice,jk2_init() Found child 32422 in scoreboard slot 8,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '8', '32422']"
181,Sun Dec 04 06:12:31 2005,notice,jk2_init() Found child 32419 in scoreboard slot 6,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '6', '32419']"
182,Sun Dec 04 06:12:31 2005,notice,jk2_init() Found child 32421 in scoreboard slot 11,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '11', '32421']"
183,Sun Dec 04 06:12:31 2005,notice,jk2_init() Found child 32420 in scoreboard slot 7,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '7', '32420']"
184,Sun Dec 04 06:12:31 2005,notice,jk2_init() Found child 32424 in scoreboard slot 10,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '10', '32424']"
185,Sun Dec 04 06:12:37 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
186,Sun Dec 04 06:12:37 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
187,Sun Dec 04 06:12:37 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
188,Sun Dec 04 06:12:37 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
189,Sun Dec 04 06:12:37 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
190,Sun Dec 04 06:12:40 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
191,Sun Dec 04 06:12:40 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
192,Sun Dec 04 06:12:40 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
193,Sun Dec 04 06:12:40 2005,error,mod_jk child workerEnv in error state 7,E1,mod_jk child workerEnv in error state <*>,"[[], '7']"
194,Sun Dec 04 06:12:40 2005,error,mod_jk child workerEnv in error state 7,E1,mod_jk child workerEnv in error state <*>,"[[], '7']"
195,Sun Dec 04 06:12:59 2005,notice,jk2_init() Found child 32425 in scoreboard slot 6,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '6', '32425']"
196,Sun Dec 04 06:13:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
197,Sun Dec 04 06:13:01 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
198,Sun Dec 04 06:16:10 2005,notice,jk2_init() Found child 32432 in scoreboard slot 7,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '7', '32432']"
199,Sun Dec 04 06:16:10 2005,notice,jk2_init() Found child 32434 in scoreboard slot 9,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '9', '32434']"
200,Sun Dec 04 06:16:10 2005,notice,jk2_init() Found child 32433 in scoreboard slot 8,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '8', '32433']"
201,Sun Dec 04 06:16:21 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
202,Sun Dec 04 06:16:21 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
203,Sun Dec 04 06:16:23 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
204,Sun Dec 04 06:16:23 2005,error,mod_jk child workerEnv in error state 7,E1,mod_jk child workerEnv in error state <*>,"[[], '7']"
205,Sun Dec 04 06:16:21 2005,notice,jk2_init() Found child 32435 in scoreboard slot 10,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '10', '32435']"
206,Sun Dec 04 06:16:21 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
207,Sun Dec 04 06:16:23 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
208,Sun Dec 04 06:16:37 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
209,Sun Dec 04 06:16:39 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
210,Sun Dec 04 06:16:51 2005,notice,jk2_init() Found child 32436 in scoreboard slot 6,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '6', '32436']"
211,Sun Dec 04 06:16:51 2005,notice,jk2_init() Found child 32437 in scoreboard slot 7,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '7', '32437']"
212,Sun Dec 04 06:17:02 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
213,Sun Dec 04 06:17:02 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
214,Sun Dec 04 06:17:05 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
215,Sun Dec 04 06:17:06 2005,notice,jk2_init() Found child 32438 in scoreboard slot 8,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '8', '32438']"
216,Sun Dec 04 06:17:18 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
217,Sun Dec 04 06:17:24 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
218,Sun Dec 04 06:17:23 2005,notice,jk2_init() Found child 32440 in scoreboard slot 10,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '10', '32440']"
219,Sun Dec 04 06:17:23 2005,notice,jk2_init() Found child 32439 in scoreboard slot 9,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '9', '32439']"
220,Sun Dec 04 06:17:23 2005,notice,jk2_init() Found child 32441 in scoreboard slot 6,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '6', '32441']"
221,Sun Dec 04 06:17:33 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
222,Sun Dec 04 06:17:33 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
223,Sun Dec 04 06:17:35 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
224,Sun Dec 04 06:17:35 2005,error,mod_jk child workerEnv in error state 7,E1,mod_jk child workerEnv in error state <*>,"[[], '7']"
225,Sun Dec 04 06:17:55 2005,notice,jk2_init() Found child 32442 in scoreboard slot 7,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '7', '32442']"
226,Sun Dec 04 06:17:55 2005,notice,jk2_init() Found child 32443 in scoreboard slot 8,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '8', '32443']"
227,Sun Dec 04 06:17:55 2005,notice,jk2_init() Found child 32444 in scoreboard slot 9,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '9', '32444']"
228,Sun Dec 04 06:18:08 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
229,Sun Dec 04 06:18:08 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
230,Sun Dec 04 06:18:11 2005,error,mod_jk child workerEnv in error state 7,E1,mod_jk child workerEnv in error state <*>,"[[], '7']"
231,Sun Dec 04 06:18:11 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
232,Sun Dec 04 06:18:12 2005,notice,jk2_init() Found child 32445 in scoreboard slot 10,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '10', '32445']"
233,Sun Dec 04 06:18:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
234,Sun Dec 04 06:18:31 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
235,Sun Dec 04 06:18:41 2005,notice,jk2_init() Found child 32447 in scoreboard slot 7,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '7', '32447']"
236,Sun Dec 04 06:18:39 2005,notice,jk2_init() Found child 32446 in scoreboard slot 6,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '6', '32446']"
237,Sun Dec 04 06:18:40 2005,notice,jk2_init() Found child 32448 in scoreboard slot 8,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '8', '32448']"
238,Sun Dec 04 06:18:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
239,Sun Dec 04 06:18:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
240,Sun Dec 04 06:18:55 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
241,Sun Dec 04 06:18:55 2005,error,mod_jk child workerEnv in error state 7,E1,mod_jk child workerEnv in error state <*>,"[[], '7']"
242,Sun Dec 04 06:19:05 2005,notice,jk2_init() Found child 32449 in scoreboard slot 9,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '9', '32449']"
243,Sun Dec 04 06:19:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
244,Sun Dec 04 06:19:19 2005,notice,jk2_init() Found child 32450 in scoreboard slot 10,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '10', '32450']"
245,Sun Dec 04 06:19:18 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
246,Sun Dec 04 06:19:19 2005,notice,jk2_init() Found child 32452 in scoreboard slot 7,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '7', '32452']"
247,Sun Dec 04 06:19:19 2005,notice,jk2_init() Found child 32451 in scoreboard slot 6,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '6', '32451']"
248,Sun Dec 04 06:19:31 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
249,Sun Dec 04 06:19:31 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
250,Sun Dec 04 06:19:34 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
251,Sun Dec 04 06:19:34 2005,error,mod_jk child workerEnv in error state 7,E1,mod_jk child workerEnv in error state <*>,"[[], '7']"
252,Sun Dec 04 06:19:56 2005,notice,jk2_init() Found child 32454 in scoreboard slot 7,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '7', '32454']"
253,Sun Dec 04 06:19:56 2005,notice,jk2_init() Found child 32453 in scoreboard slot 8,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '8', '32453']"
254,Sun Dec 04 06:19:56 2005,notice,jk2_init() Found child 32455 in scoreboard slot 9,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '9', '32455']"
255,Sun Dec 04 06:20:30 2005,notice,jk2_init() Found child 32467 in scoreboard slot 9,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '9', '32467']"
256,Sun Dec 04 06:20:30 2005,notice,jk2_init() Found child 32464 in scoreboard slot 8,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '8', '32464']"
257,Sun Dec 04 06:20:30 2005,notice,jk2_init() Found child 32465 in scoreboard slot 7,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '7', '32465']"
258,Sun Dec 04 06:20:30 2005,notice,jk2_init() Found child 32466 in scoreboard slot 11,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '11', '32466']"
259,Sun Dec 04 06:20:30 2005,notice,jk2_init() Found child 32457 in scoreboard slot 6,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '6', '32457']"
260,Sun Dec 04 06:20:44 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
261,Sun Dec 04 06:20:44 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
262,Sun Dec 04 06:20:44 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
263,Sun Dec 04 06:20:46 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
264,Sun Dec 04 06:20:46 2005,error,mod_jk child workerEnv in error state 7,E1,mod_jk child workerEnv in error state <*>,"[[], '7']"
265,Sun Dec 04 06:20:46 2005,error,mod_jk child workerEnv in error state 8,E1,mod_jk child workerEnv in error state <*>,"[[], '8']"
266,Sun Dec 04 06:22:18 2005,notice,jk2_init() Found child 32475 in scoreboard slot 8,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '8', '32475']"
267,Sun Dec 04 06:22:48 2005,notice,jk2_init() Found child 32478 in scoreboard slot 11,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '11', '32478']"
268,Sun Dec 04 06:22:48 2005,notice,jk2_init() Found child 32477 in scoreboard slot 10,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '10', '32477']"
269,Sun Dec 04 06:22:48 2005,notice,jk2_init() Found child 32479 in scoreboard slot 6,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '6', '32479']"
270,Sun Dec 04 06:22:48 2005,notice,jk2_init() Found child 32480 in scoreboard slot 8,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '8', '32480']"
271,Sun Dec 04 06:22:48 2005,notice,jk2_init() Found child 32476 in scoreboard slot 7,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '7', '32476']"
272,Sun Dec 04 06:22:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
273,Sun Dec 04 06:22:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
274,Sun Dec 04 06:22:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
275,Sun Dec 04 06:22:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
276,Sun Dec 04 06:22:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
277,Sun Dec 04 06:22:55 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
278,Sun Dec 04 06:22:55 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
279,Sun Dec 04 06:22:55 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
280,Sun Dec 04 06:22:55 2005,error,mod_jk child workerEnv in error state 7,E1,mod_jk child workerEnv in error state <*>,"[[], '7']"
281,Sun Dec 04 06:22:55 2005,error,mod_jk child workerEnv in error state 8,E1,mod_jk child workerEnv in error state <*>,"[[], '8']"
282,Sun Dec 04 06:23:12 2005,notice,jk2_init() Found child 32483 in scoreboard slot 7,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '7', '32483']"
283,Sun Dec 04 06:23:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
284,Sun Dec 04 06:23:15 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
285,Sun Dec 04 06:30:41 2005,notice,jk2_init() Found child 32507 in scoreboard slot 9,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '9', '32507']"
286,Sun Dec 04 06:30:43 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
287,Sun Dec 04 06:30:43 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
288,Sun Dec 04 06:36:07 2005,notice,jk2_init() Found child 32529 in scoreboard slot 6,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '6', '32529']"
289,Sun Dec 04 06:36:07 2005,notice,jk2_init() Found child 32528 in scoreboard slot 10,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '10', '32528']"
290,Sun Dec 04 06:36:10 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
291,Sun Dec 04 06:36:10 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
292,Sun Dec 04 06:36:10 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
293,Sun Dec 04 06:36:10 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
294,Sun Dec 04 06:40:54 2005,notice,jk2_init() Found child 32548 in scoreboard slot 9,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '9', '32548']"
295,Sun Dec 04 06:40:54 2005,notice,jk2_init() Found child 32546 in scoreboard slot 8,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '8', '32546']"
296,Sun Dec 04 06:40:55 2005,notice,jk2_init() Found child 32547 in scoreboard slot 7,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '7', '32547']"
297,Sun Dec 04 06:41:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
298,Sun Dec 04 06:41:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
299,Sun Dec 04 06:41:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
300,Sun Dec 04 06:41:07 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
