LineId,Time,Program,Content,EventId,EventTemplate,variables
93,10.30 16:49:29,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 508 bytes sent, 47293 bytes (46.1 KB) received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'proxy.cse.cuhk.edu.hk:5070', '46.1', 'KB'], '508', '47293']"
94,10.30 16:49:29,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['proxy.cse.cuhk.edu.hk:5070', '00:01'], '0', '0']"
95,10.30 16:49:29,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1190 bytes (1.16 KB) sent, 367 bytes received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'proxy.cse.cuhk.edu.hk:5070', '1.16', 'KB'], '1190', '367']"
96,10.30 16:49:29,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
97,10.30 16:49:29,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
98,10.30 16:49:29,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'proxy.cse.cuhk.edu.hk:5070'], '0', '0']"
99,10.30 16:49:29,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
100,10.30 16:49:29,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1293 bytes (1.26 KB) sent, 2247 bytes (2.19 KB) received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'proxy.cse.cuhk.edu.hk:5070', '1.26', '2.19', 'KB', 'KB'], '1293', '2247']"
101,10.30 16:49:29,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1033 bytes (1.00 KB) sent, 46810 bytes (45.7 KB) received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'proxy.cse.cuhk.edu.hk:5070', '1.00', '45.7', 'KB', 'KB'], '1033', '46810']"
102,10.30 16:49:29,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2380 bytes (2.32 KB) sent, 678 bytes received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'proxy.cse.cuhk.edu.hk:5070', '2.32', 'KB'], '2380', '678']"
103,10.30 16:49:30,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
104,10.30 16:49:30,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 974 bytes sent, 9624 bytes (9.39 KB) received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'proxy.cse.cuhk.edu.hk:5070', '9.39', 'KB'], '974', '9624']"
105,10.30 16:49:30,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 4512 bytes (4.40 KB) sent, 82166 bytes (80.2 KB) received, lifetime 00:01",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['proxy.cse.cuhk.edu.hk:5070', '4.40', '80.2', '00:01', 'KB', 'KB'], '4512', '82166']"
106,10.30 16:49:30,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
107,10.30 16:49:30,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1119 bytes (1.09 KB) sent, 3210 bytes (3.13 KB) received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'proxy.cse.cuhk.edu.hk:5070', '1.09', '3.13', 'KB', 'KB'], '1119', '3210']"
108,10.30 16:49:30,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 458 bytes sent, 1781 bytes (1.73 KB) received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'proxy.cse.cuhk.edu.hk:5070', '1.73', 'KB'], '458', '1781']"
109,10.30 16:49:31,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1188 bytes (1.16 KB) sent, 421 bytes received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'proxy.cse.cuhk.edu.hk:5070', '1.16', 'KB'], '421', '1188']"
110,10.30 16:49:31,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1257 bytes (1.22 KB) sent, 421 bytes received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'proxy.cse.cuhk.edu.hk:5070', '1.22', 'KB'], '421', '1257']"
111,10.30 16:49:31,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1257 bytes (1.22 KB) sent, 421 bytes received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'proxy.cse.cuhk.edu.hk:5070', '1.22', 'KB'], '421', '1257']"
112,10.30 16:49:31,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:02",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['proxy.cse.cuhk.edu.hk:5070', '00:02'], '0', '0']"
113,10.30 16:49:31,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
114,10.30 16:49:31,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
115,10.30 16:49:31,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:02",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['proxy.cse.cuhk.edu.hk:5070', '00:02'], '0', '0']"
116,10.30 16:49:32,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1301 bytes (1.27 KB) sent, 434 bytes received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'proxy.cse.cuhk.edu.hk:5070', '1.27', 'KB'], '1301', '434']"
117,10.30 16:49:32,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['proxy.cse.cuhk.edu.hk:5070', '00:01'], '0', '0']"
118,10.30 16:49:33,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1034 bytes (1.00 KB) sent, 17383 bytes (16.9 KB) received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'proxy.cse.cuhk.edu.hk:5070', '1.00', '16.9', 'KB', 'KB'], '1034', '17383']"
119,10.30 16:49:35,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:04",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['proxy.cse.cuhk.edu.hk:5070', '00:04'], '0', '0']"
120,10.30 16:49:48,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:17",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['proxy.cse.cuhk.edu.hk:5070', '00:17'], '0', '0']"
121,10.30 16:49:52,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
122,10.30 16:49:52,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
123,10.30 16:49:52,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1248 bytes (1.21 KB) sent, 334 bytes received, lifetime 00:20",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['proxy.cse.cuhk.edu.hk:5070', '1.21', '00:20', 'KB'], '1248', '334']"
124,10.30 16:49:52,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
125,10.30 16:49:52,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1682 bytes (1.64 KB) sent, 472 bytes received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'proxy.cse.cuhk.edu.hk:5070', '1.64', 'KB'], '472', '1682']"
126,10.30 16:49:53,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
127,10.30 16:49:53,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
128,10.30 16:49:53,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2473 bytes (2.41 KB) sent, 1926 bytes (1.88 KB) received, lifetime 00:20",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['proxy.cse.cuhk.edu.hk:5070', '2.41', '1.88', '00:20', 'KB', 'KB'], '2473', '1926']"
129,10.30 16:49:53,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1293 bytes (1.26 KB) sent, 2459 bytes (2.40 KB) received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'proxy.cse.cuhk.edu.hk:5070', '1.26', '2.40', 'KB', 'KB'], '1293', '2459']"
130,10.30 16:49:53,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1293 bytes (1.26 KB) sent, 2460 bytes (2.40 KB) received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'proxy.cse.cuhk.edu.hk:5070', '1.26', '2.40', 'KB', 'KB'], '1293', '2460']"
131,10.30 16:49:53,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
132,10.30 16:49:53,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1293 bytes (1.26 KB) sent, 2440 bytes (2.38 KB) received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'proxy.cse.cuhk.edu.hk:5070', '1.26', '2.38', 'KB', 'KB'], '1293', '2440']"
133,10.30 16:49:53,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1133 bytes (1.10 KB) sent, 3274 bytes (3.19 KB) received, lifetime 00:01",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['proxy.cse.cuhk.edu.hk:5070', '1.10', '3.19', '00:01', 'KB', 'KB'], '1133', '3274']"
134,10.30 16:49:53,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
135,10.30 16:49:53,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
136,10.30 16:49:54,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
137,10.30 16:49:54,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
138,10.30 16:49:54,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 489 bytes sent, 566 bytes received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'proxy.cse.cuhk.edu.hk:5070'], '489', '566']"
139,10.30 16:49:54,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1372 bytes (1.33 KB) sent, 1224 bytes (1.19 KB) received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'proxy.cse.cuhk.edu.hk:5070', '1.33', '1.19', 'KB', 'KB'], '1372', '1224']"
140,10.30 16:49:55,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
141,10.30 16:49:55,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
142,10.30 16:49:56,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
143,10.30 16:49:56,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
144,10.30 16:49:56,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
145,10.30 16:49:56,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
146,10.30 16:49:56,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
147,10.30 16:49:56,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
148,10.30 16:49:57,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
149,10.30 16:49:57,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'proxy.cse.cuhk.edu.hk:5070'], '0', '0']"
150,10.30 16:49:57,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
151,10.30 16:50:03,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
152,10.30 16:50:10,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1198 bytes (1.16 KB) sent, 344 bytes received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'proxy.cse.cuhk.edu.hk:5070', '1.16', 'KB'], '1198', '344']"
153,10.30 16:50:15,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:19",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['proxy.cse.cuhk.edu.hk:5070', '00:19'], '0', '0']"
154,10.30 16:51:56,svchost.exe *64,"proxy.cse.cuhk.edu.hk:5070 close, 303 bytes sent, 275 bytes received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'proxy.cse.cuhk.edu.hk:5070'], '303', '275']"
155,10.30 16:51:58,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1180 bytes (1.15 KB) sent, 421 bytes received, lifetime 02:01",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['proxy.cse.cuhk.edu.hk:5070', '1.15', '02:01', 'KB'], '421', '1180']"
156,10.30 16:52:01,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2437 bytes (2.37 KB) sent, 842 bytes received, lifetime 02:04",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['proxy.cse.cuhk.edu.hk:5070', '2.37', '02:04', 'KB'], '842', '2437']"
157,10.30 16:52:23,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 952 bytes sent, 782 bytes received, lifetime 00:10",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['proxy.cse.cuhk.edu.hk:5070', '00:10'], '782', '952']"
158,10.30 16:52:25,svchost.exe *64,"proxy.cse.cuhk.edu.hk:5070 close, 301 bytes sent, 278 bytes received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'proxy.cse.cuhk.edu.hk:5070'], '278', '301']"
159,10.30 16:52:30,Dropbox.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1853 bytes (1.80 KB) sent, 4179 bytes (4.08 KB) received, lifetime 02:00",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['proxy.cse.cuhk.edu.hk:5070', '1.80', '4.08', '02:00', 'KB', 'KB'], '1853', '4179']"
160,10.30 16:53:23,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1166 bytes (1.13 KB) sent, 336 bytes received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'proxy.cse.cuhk.edu.hk:5070', '1.13', 'KB'], '1166', '336']"
161,10.30 16:53:23,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1180 bytes (1.15 KB) sent, 337 bytes received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'proxy.cse.cuhk.edu.hk:5070', '1.15', 'KB'], '1180', '337']"
162,10.30 16:53:23,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2035 bytes (1.98 KB) sent, 469 bytes received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'proxy.cse.cuhk.edu.hk:5070', '1.98', 'KB'], '2035', '469']"
163,10.30 16:53:23,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 3690 bytes (3.60 KB) sent, 1306 bytes (1.27 KB) received, lifetime 02:03",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['proxy.cse.cuhk.edu.hk:5070', '3.60', '1.27', '02:03', 'KB', 'KB'], '3690', '1306']"
164,10.30 16:53:24,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
165,10.30 16:53:24,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
166,10.30 16:53:24,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
167,10.30 16:53:24,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
168,10.30 16:53:24,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
169,10.30 16:53:24,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
170,10.30 16:53:24,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
171,10.30 16:53:24,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
172,10.30 16:53:24,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
173,10.30 16:53:24,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1325 bytes (1.29 KB) sent, 511 bytes received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'proxy.cse.cuhk.edu.hk:5070', '1.29', 'KB'], '1325', '511']"
174,10.30 16:53:24,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
175,10.30 16:53:24,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
176,10.30 16:53:24,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
177,10.30 16:53:24,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 896 bytes sent, 375 bytes received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'proxy.cse.cuhk.edu.hk:5070'], '375', '896']"
178,10.30 16:53:24,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
179,10.30 16:53:24,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'proxy.cse.cuhk.edu.hk:5070'], '0', '0']"
180,10.30 16:53:24,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
181,10.30 16:53:26,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
182,10.30 16:53:27,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
183,10.30 16:53:27,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']]"
